en	fr
To access machines behind a firewall from the Internet, consider installing the package autossh. It can be used to set up an SSH tunnel to a machine on the Internet that you have access to. From that machine, you can access the server behind the firewall via the SSH tunnel.	Pour accéder à des machines derrière un pare feu depuis Internet, vous pouvez installer le paquet autossh. Il peut être utilisé pour préparer un tunnel SSH vers une machine à laquelle vous avez accès. À partir de cette machine, vous pouvez accéder au serveur derrière le pare feu via le tunnel SSH.
Installing additional service machines for spreading the load from main server	Installer d'autres machines fournissant un service additionnel pour décharger le serveur principal
In the default installation, all services are running on the main server, tjener. To simplify moving some to another machine, there is a minimal installation profile available. Installing with this profile will lead to a machine, which is part of the Debian Edu network, but which doesn't have any services running yet).	Dans l'installation par défaut, tous les services tournent sur tjener, le serveur principal. Pour simplifier le déplacement d'un service vers une autre machine, il existe un profil d'installation minimal. L'installation de ce profil donnera une machine faisant partie du réseau Debian Edu, mais n'exécutant aucun service pour le moment).
install the minimal profile using the debian edu expert boot option	Installez le profil minimal en utilisant l'option de démarrage debian edu expert
install the packages for the service	installer les paquets requis pour le service
configure the service	configurer le service
disable the service on main server	désactiver le service sur le serveur principal
update DNS via LDAP GOsa²) on main server	mettre à jour le DNS à l'aide de LDAP GOsa²) sur le serveur principal
Create Users in Year Groups	Création d'utilisateurs dans des groupes par année
as root on the main server)	en tant que superutilisateur sur le serveur principal)
Make the necessary year group directories	Créez les répertoires des groupes par année dont vous avez besoin
Main menu: goto Directory structure', click the Students' department. The Base' field should show Students'. From the drop box Actions' choose Create' Department'. Fill in values for Name and Description fields students graduating in leave the Base field as is should be Students'). Save it clicking Ok'. Now the new department should show up below Students. Click it.	Menu principal allez dans Structure de l'annuaire cliquez sur le département Students Dans le champ Base devrait être affiché Students Depuis la boîte de dialogue Actions choisissez Créer puis Département Remplissez les valeurs pour les champs Nom et Description étudiants de la promotion laissez le champ Base tel quel il devrait valoir Students Sauvegardez en cliquant sur OK Maintenant, le nouveau département devrait s'afficher en dessous de Students. Cliquez dessus.
Choose Groups' from the main menu; Actions' Create Group. Enter group name leave Base' as is, should be Students and Ok' to save it.	Choisissez Groupes depuis le menu principal, puis Actions Créer Groupe Entrez un nom de groupe laissez le champ Base tel quel, il devrait valoir Students et cliquez sur OK pour sauvegarder.
Choose users' from the main menu. Change to Students' in the Base field. An Entry NewStudent should show up, click it. This is the students' template, not a real user. As you'll have to create such a template to be able to use csv import for your structure) based on this one, notice all entries showing up in the Generic and POSIX tabs, maybe take screenshots to have information ready for the new template.	Choisissez Utilisateurs dans le menu principal. Changez pour Students dans le champ Base Une entrée NewStudent devrait s'afficher. Cliquez dessus. Il s'agit du modèle pour les étudiants et non d'un vrai utilisateur. Comme vous devez créer un tel modèle afin de pouvoir importer au format CSV les données pour votre structure) en se basant sur celui ci, notez bien les entrées affichées dans les onglets Informations et POSIX Faites même des captures d'écran pour avoir des informations prêtes pour le nouveau modèle.
Import users	Importation d'utilisateurs
Creating folders in the home directories of all users	Créer un répertoire dans le répertoire personnel de chaque utilisateur
With this script the administrator can create a folder in each user's home directory and set access permissions and ownership.	Grâce à ce script, l'administrateur peut créer un répertoire dans le répertoire personnel de chaque utilisateur et en modifier les permissions et droits d'accès.
Use a dedicated storage server	Utiliser un serveur dédié pour le stockage
Take these steps to set up a dedicated storage server for user home directories and possibly other data.	Suivez les étapes suivantes pour configurer un serveur dédié pour le stockage des répertoires personnels et éventuellement d'autres données.
root showmount e nas server Export list for nas server: storage root	root showmount e serveur nas Export list for serveur nas: storage root
Here everything on the backbone network is granted access to the storage export. This could be restricted to netgroup membership or single IP addresses to limit NFS access like it is done in the tjener: etc exports file.)	Ici, tout ce qui est connecté au réseau principal a accès au répertoire partagé storage. Cela pourrait être restreint par une appartenance à un groupe réseau ou des adresses IP particulières pour limiter l'accès NFS, comme ce qui est fait dans le fichier tjener: etc exports.)
